1	2	1	0
4	5	1	0
5	6	1	0
6	7	1	0
7	8	1	0
8	9	0	-1
9	10	0	-1
10	11	0	-1
11	12	0	-1
12	13	0	-1
13	15	0	-1
15	16	0	-1
16	17	0	-1
17	18	-1	0
18	19	-1	0
19	20	-1	0
3	4	1	0
21	8	-1	0
21	22	1	0
22	23	0	-1
23	24	0	-1
24	25	0	-1
25	26	0	-1
26	15	-1	0
26	27	0	-1
27	16	-1	0
28	29	0	1
29	30	0	1
30	31	0	1
31	32	-1	0
32	22	-1	0
33	31	-1	0
33	34	1	0
34	35	0	-1
35	36	1	0
36	37	0	1
37	34	-1	0
38	39	1	0
39	40	1	0
40	41	1	0
41	42	1	0
42	43	0	1
44	45	0	-1
45	46	0	-1
46	47	0	-1
48	47	1	0
48	49	0	-1
49	50	0	-1
51	50	0	1
52	51	0	1
52	53	0	-1
53	54	-1	0
54	55	0	1
55	56	0	1
56	57	0	1
57	58	0	1
58	59	0	1
59	60	0	1
60	61	0	1
61	62	0	1
62	63	0	1
63	64	0	1
64	65	0	1
65	66	0	1
66	67	0	1
67	68	0	1
68	69	0	1
69	70	0	1
70	71	0	1
71	20	0	1
71	72	-1	0
72	73	-1	0
73	74	-1	0
74	75	-1	0
75	76	0	-1
76	77	0	-1
76	260	-1	0
78	66	1	0
75	79	-1	0
79	80	-1	0
80	81	-1	0
81	82	-1	0
11	83	-1	0
83	84	-1	0
84	85	-1	0
86	87	-1	0
88	3	1	0
87	88	0	1
87	89	0	-1
89	90	0	-1
90	79	0	-1
91	92	1	0
92	16	1	0
91	93	0	-1
93	20	0	-1
91	94	0	1
94	95	0	1
95	84	0	1
96	83	0	1
97	96	0	1
96	95	-1	0
94	97	1	0
97	98	0	-1
98	92	0	-1
83	99	0	1
99	100	0	1
100	10	1	0
100	101	-1	0
101	102	-1	0
102	84	0	-1
102	103	0	1
103	104	0	1
104	4	0	1
1	105	-1	0
105	106	0	1
2	107	0	1
107	108	1	0
110	30	1	0
111	33	0	1
112	31	0	-1
28	113	-1	0
113	24	-1	0
114	113	0	1
13	25	1	0
8	115	0	1
6	116	0	1
116	117	0	1
118	116	1	0
5	119	0	1
109	120	1	0
120	121	0	-1
121	3	0	-1
2	120	0	-1
122	121	1	0
21	123	0	1
21	124	0	-1
10	23	1	0
22	125	0	1
115	126	0	1
127	36	0	1
43	127	1	0
44	127	0	1
127	128	1	0
44	129	1	0
43	130	0	-1
130	131	-1	0
131	42	0	1
131	132	0	-1
41	133	0	-1
133	134	0	-1
134	135	1	0
135	133	0	1
40	136	0	-1
137	38	0	1
138	39	0	-1
27	139	1	0
139	140	1	0
140	28	0	1
38	140	-1	0
27	141	0	-1
141	142	1	0
142	139	0	1
142	143	0	-1
143	144	-1	0
144	145	0	1
145	141	0	1
146	141	1	0
147	145	1	0
148	144	1	0
149	148	0	1
143	150	0	-1
150	151	1	0
150	152	0	-1
143	153	1	0
153	14	1	0
49	154	0	1
48	155	0	-1
60	156	1	0
59	157	1	0
157	158	1	0
157	159	0	1
159	160	1	0
62	161	-1	0
161	162	0	1
162	163	1	0
161	164	-1	0
166	61	1	0
166	167	0	-1
167	168	0	-1
168	169	-1	0
169	167	0	1
166	170	-1	0
170	171	0	-1
171	172	0	-1
172	173	0	-1
173	174	1	0
174	175	1	0
175	58	1	0
176	175	0	1
174	177	0	-1
172	178	-1	0
171	179	-1	0
180	170	1	0
166	181	0	1
67	182	-1	0
68	183	-1	0
183	184	-1	0
184	185	-1	0
184	186	0	1
183	73	0	1
72	187	0	-1
70	188	-1	0
189	69	1	0
68	190	1	0
66	191	1	0
191	192	1	0
191	193	0	1
91	194	-1	0
194	195	-1	0
195	196	-1	0
196	197	-1	0
197	198	-1	0
198	199	-1	0
199	90	-1	0
199	200	0	1
198	201	0	1
201	202	1	0
202	197	0	-1
196	203	0	1
203	204	1	0
204	195	0	-1
203	205	0	1
203	206	0	1
206	207	1	0
207	204	0	-1
194	208	0	1
94	209	-1	0
210	85	0	1
210	211	1	0
86	212	0	-1
212	213	1	0
213	214	1	0
212	89	-1	0
215	88	1	0
216	18	0	1
65	217	1	0
217	64	-1	0
65	218	-1	0
218	64	1	0
46	219	0	1
219	45	-1	0
218	220	-1	0
218	217	1	0
217	221	1	0
221	222	1	0
222	219	1	0
219	223	0	1
223	224	1	0
222	45	0	1
46	222	-1	0
220	225	-1	0
225	226	0	-1
226	227	0	-1
173	228	0	-1
55	229	-1	0
229	230	0	-1
231	232	0	-1
232	229	1	0
229	233	0	1
233	231	0	-1
56	234	1	0
57	235	1	0
235	51	1	0
51	236	1	0
236	237	0	-1
237	238	-1	0
238	239	0	-1
239	240	1	0
239	241	0	-1
241	53	0	1
237	242	0	1
242	243	1	0
242	244	-1	0
244	245	1	0
245	246	-1	0
246	247	0	-1
247	236	0	-1
74	196	0	1
103	248	-1	0
248	249	0	1
249	250	0	1
250	104	1	0
251	249	1	0
252	248	1	0
101	253	0	1
253	5	0	1
9	254	-1	0
254	7	0	1
255	256	0	1
256	257	1	0
257	85	0	-1
255	85	1	0
258	86	-1	0
255	258	-1	0
212	259	1	0
259	258	0	1
173	261	-1	0
241	262	0	-1
108	263	0	1
