1	85	805.0000001
2	451	779.0000001
3	549	460.0000001
4	578	434.0000001
5	619	426.0000001
6	666	417.0000001
7	698	409.0000001
8	722	406.0000001
9	733	366.0000001
10	743	338.0000001
11	745	284.0000001
12	757	261.0000001
13	781	230.0000001
14	1050	50
15	799	201.0000001
16	808	174.0000001
17	815	143.0000001
18	737	94.00000005
19	706	79.00000005
20	678	57.00000005
21	774	395.0000001
22	832	377.0000001
23	833	347.0000001
24	840	281.0000001
25	847	247.0000001
26	847	214.0000001
27	852	190.0000001
28	957	284.0000001
29	962	330.0000001
30	960	397.0000001
31	961	449.0000001
32	906	446.0000001
33	1016	445.0000001
34	1062	447.0000001
35	1112	358.0000001
36	1148	376.0000001
37	1113	459.0000001
38	1008	222.0000001
39	1032	225.0000001
40	1054	226.0000001
41	1087	231.0000001
42	1140	253.0000001
43	1170	289.0000001
44	1224	270.0000001
45	1214	167.0000001
46	1241	104.0000001
47	1250	80.00000005
48	1111	4.000000051
49	1057	-146
50	1150	-333.9999999
51	1160	-582
52	1177	-656
53	1167	-789
54	1103	-820
55	1061	-775
56	1015	-726
57	947	-646
58	902	-585
59	749	-418
60	723	-373
61	694	-332
62	697	-297
63	697	-275
64	692	-253
65	694	-189
66	692	-161
67	687	-120
68	689	-85.99999996
69	685	-52.99999996
70	685	-23.99999996
71	679	29.00000004
72	574	-18.99999996
73	545	-29.99999996
74	506	-41.99999995
75	286	-127
76	385	-280
77	431	-351
78	558	-221
79	245	-141
80	-154	-297
81	-554	-450
82	-742	-545
83	689	270
84	612	247
85	533	221
86	165	124
87	128	113
88	42	325
89	140	93.00000004
90	205	-27.99999997
91	647	126
92	733	150
93	660	97.00000004
94	632	191
95	623	219
96	698	245
97	704	222
98	727	180
99	681	301
100	684	330
101	634	315
102	597	302
103	589	321
104	575	375
105	-192	741
106	-244	908
107	452	910
108	801	1012
109	377	649
110	912	394
111	1019	404
112	960	535
113	922	283
114	931	247
115	716	472
116	666	494
117	665	532
118	643	485
119	608	473
120	485	671
121	536	499
122	506	486
123	775	434
124	778	365
125	795	514
126	688	600
127	1197	316
128	1295	366
129	1287	224
130	1189	198
131	1144	191
132	1132	150
133	1078	184
134	1073	137
135	1103	158
136	1045	170
137	1008	162
138	1025	282
139	890	200
140	957	214
141	896	100
142	932	116
143	959	48.00000002
144	929	37.00000002
145	915	58.00000002
146	863	82.00000002
147	861	32.00000002
148	887	14.00000002
149	907	-19.99999998
150	965	20.00000002
151	1004	24.00000002
152	981	-27.99999998
153	1008	67.00000002
154	1003	-64.99999998
155	1198	-118
156	816	-318
157	778	-400
158	832	-372
159	763	-376
160	843	-336
161	624	-343
162	607	-308
163	662	-271
164	584	-343
165	570	-329
166	485	-454
167	514	-510
168	545	-559
169	482	-559
170	376	-521
171	391	-557
172	432	-622
173	537	-805
174	846	-618
175	876	-604
176	900	-640
177	887	-687
178	406	-637
179	249	-644
180	319	-516
181	454	-394
182	459	-233
183	584	-137
184	545	-158
185	493	-180
186	525	-113
187	596	-75.99999998
188	612	-56.99999998
189	656	-69.99999998
190	751	-111
191	729	-156
192	795	-138
193	726	-136
194	553	94.00000001
195	516	77.00000001
196	474	64.00000001
197	439	55.00000001
198	400	42.00000001
199	357	26.00000001
200	340	67.00000001
201	372	112
202	416	128
203	460	101
204	508	117
205	436	157
206	482	174
207	514	170
208	546	127
209	574	164
210	544	191
211	568	195
212	176	100
213	200	85.00000001
214	227	83.00000001
215	-743	69.00000001
216	761	36.00000001
217	786	-174
218	588	-278
219	1313	205
220	376	-412
221	944	-84.99999999
222	1121	59.00000001
223	1450	393
224	1776	481
225	268	-500
226	30	-769
227	-12	-968
228	605	-887
229	914	-824
230	935	-923
231	842	-824
232	854	-869
233	877	-782
234	1069	-697
235	1071	-566
236	1422	-443
237	1541	-563
238	1419	-669
239	1417	-791
240	1712	-662
241	1292	-927
242	1886	-196
243	1991	-288
244	1823	-156
245	1878	-105
246	1711	36
247	1576	-287
248	554	303
249	542	334
250	523	359
251	486	308
252	522	279
253	623	360
254	682	368
255	479	210
256	472	241
257	510	252
258	201	134
259	210	106
260	250	-340
261	150	-1040
262	1600	-1300
263	700	1300
264	700	1300
