85	805.0000001	0	1	1.22	50
451	779.0000001	3	4	0.14	50
549	460.0000001	4	5	0.16	50
578	434.0000001	5	6	0.11	50
619	426.0000001	6	7	0.08	50
666	417.0000001	7	8	0.14	50
698	409.0000001	8	9	0.1	50
722	406.0000001	9	10	0.18	50
733	366.0000001	10	11	0.09	50
743	338.0000001	11	12	0.13	50
745	284.0000001	12	14	0.09	50
757	261.0000001	14	15	0.06	50
781	230.0000001	15	16	0.11	50
1050	50	16	17	0.31	50
799	201.0000001	17	18	0.11	50
808	174.0000001	18	19	0.12	50
815	143.0000001	2	3	0.13	50
737	94.00000005	20	7	0.18	50
706	79.00000005	20	21	0.2	50
678	57.00000005	21	22	0.1	50
774	395.0000001	22	23	0.22	50
832	377.0000001	23	24	0.12	50
833	347.0000001	24	25	0.11	50
840	281.0000001	25	14	0.18	50
847	247.0000001	25	26	0.08	50
847	214.0000001	26	15	0.16	50
852	190.0000001	27	28	0.15	50
957	284.0000001	28	29	0.22	50
962	330.0000001	29	30	0.17	50
960	397.0000001	30	31	0.18	50
961	449.0000001	31	21	0.34	50
906	446.0000001	32	30	0.18	50
1016	445.0000001	32	33	0.15	50
1062	447.0000001	33	34	0.34	50
1112	358.0000001	34	35	0.13	50
1148	376.0000001	35	36	0.3	50
1113	459.0000001	36	33	0.17	50
1008	222.0000001	37	38	0.08	50
1032	225.0000001	38	39	0.07	50
1054	226.0000001	39	40	0.11	50
1087	231.0000001	40	41	0.19	50
1140	253.0000001	41	42	0.16	50
1170	289.0000001	43	44	0.34	50
1224	270.0000001	44	45	0.23	50
1214	167.0000001	45	46	0.09	50
1241	104.0000001	47	46	0.53	50
1250	80.00000005	47	48	0.53	50
1111	4.000000051	48	49	0.7	50
1057	-146	50	49	0.82	50
1150	-333.9999999	51	50	0.25	50
1160	-582	51	52	0.44	50
1177	-656	52	53	0.24	50
1167	-789	53	54	0.2	50
1103	-820	54	55	0.22	50
1061	-775	55	56	0.35	50
1015	-726	56	57	0.25	50
947	-646	57	58	0.75	50
902	-585	58	59	0.17	50
749	-418	59	60	0.17	50
723	-373	60	61	0.12	50
694	-332	61	62	0.07	50
697	-297	62	63	0.07	50
697	-275	63	64	0.21	50
692	-253	64	65	0.09	50
694	-189	65	66	0.14	50
692	-161	66	67	0.11	50
687	-120	67	68	0.11	50
689	-85.99999996	68	69	0.1	50
685	-52.99999996	69	70	0.18	50
685	-23.99999996	70	19	0.09	50
679	29.00000004	70	71	0.38	50
574	-18.99999996	71	72	0.1	50
545	-29.99999996	72	73	0.14	50
506	-41.99999995	73	74	0.78	50
286	-127	74	75	0.61	50
385	-280	75	76	0.28	50
431	-351	75	259	0.6	50
558	-221	77	65	0.49	50
245	-141	74	78	0.14	50
-154	-297	78	79	1.42	50
-554	-450	79	80	1.42	50
-742	-545	80	81	0.7	50
689	270	10	82	0.19	50
612	247	82	83	0.27	50
533	221	83	84	0.28	50
165	124	85	86	0.13	50
128	113	87	2	1.74	50
42	325	86	87	0.76	50
140	93.00000004	86	88	0.08	50
205	-27.99999997	88	89	0.46	50
647	126	89	78	0.4	50
733	150	90	91	0.3	50
660	97.00000004	91	15	0.26	50
632	191	90	92	0.11	50
623	219	92	19	0.15	50
698	245	90	93	0.22	50
704	222	93	94	0.1	50
727	180	94	83	0.1	50
681	301	95	82	0.09	50
684	330	96	95	0.08	50
634	315	95	94	0.26	50
597	302	93	96	0.26	50
589	321	96	97	0.16	50
575	375	97	91	0.1	50
-192	741	82	98	0.11	50
-244	908	98	99	0.1	50
452	910	99	9	0.2	50
801	1012	99	100	0.17	50
377	649	100	101	0.13	50
912	394	101	83	0.19	50
1019	404	101	102	0.07	50
960	535	102	103	0.19	50
922	283	103	3	0.2	50
931	247	0	104	0.95	80
716	472	104	105	0.58	80
666	494	1	106	0.44	80
665	532	106	107	1.02	80
643	485	109	29	0.16	40
608	473	110	32	0.14	40
485	671	111	30	0.29	40
536	499	27	112	0.12	40
506	486	112	23	0.27	40
775	434	113	112	0.12	40
778	365	12	24	0.23	40
795	514	7	114	0.22	40
688	600	5	115	0.26	40
1197	316	115	116	0.13	40
1295	366	117	115	0.08	40
1287	224	4	118	0.16	40
1189	198	108	119	0.37	50
1144	191	119	120	0.6	50
1132	150	120	2	0.14	50
1078	184	1	119	0.38	50
1073	137	121	120	0.11	40
1103	158	20	122	0.13	40
1045	170	20	123	0.1	40
1008	162	9	22	0.3	40
1025	282	21	124	0.47	40
890	200	114	125	0.44	30
957	214	126	35	0.26	40
896	100	42	126	0.13	50
932	116	43	126	0.18	50
959	48.00000002	126	127	0.37	40
929	37.00000002	43	128	0.26	40
915	58.00000002	42	129	0.31	40
863	82.00000002	129	130	0.15	40
861	32.00000002	130	41	0.21	40
887	14.00000002	130	131	0.14	40
907	-19.99999998	40	132	0.16	40
965	20.00000002	132	133	0.16	40
1004	24.00000002	133	134	0.12	40
981	-27.99999998	134	132	0.12	40
1008	67.00000002	39	135	0.19	40
1003	-64.99999998	136	37	0.2	40
1198	-118	137	38	0.19	40
816	-318	26	138	0.13	50
778	-400	138	139	0.23	50
832	-372	139	27	0.23	50
763	-376	37	139	0.17	50
843	-336	26	140	0.33	40
624	-343	140	141	0.13	40
607	-308	141	138	0.31	40
662	-271	141	142	0.24	40
584	-343	142	143	0.11	40
570	-329	143	144	0.08	40
485	-454	144	140	0.15	40
514	-510	145	140	0.12	40
545	-559	146	144	0.2	40
482	-559	147	143	0.16	40
376	-521	148	147	0.13	40
391	-557	142	149	0.1	40
432	-622	149	150	0.13	40
537	-805	149	151	0.17	40
846	-618	142	152	0.17	40
876	-604	152	13	0.4	40
900	-640	48	153	0.32	40
887	-687	47	154	0.5	40
406	-637	59	155	0.36	40
249	-644	58	156	0.11	40
319	-516	156	157	0.2	40
454	-394	156	158	0.09	40
459	-233	158	159	0.3	40
584	-137	61	160	0.29	40
545	-158	160	161	0.13	40
493	-180	161	162	0.22	40
525	-113	160	163	0.13	40
596	-75.99999998	165	60	0.8	50
612	-56.99999998	165	166	0.21	50
656	-69.99999998	166	167	0.19	50
751	-111	167	168	0.21	50
729	-156	168	166	0.19	50
795	-138	165	169	0.43	50
726	-136	169	170	0.13	50
553	94.00000001	170	171	0.26	50
516	77.00000001	171	172	0.7	50
474	64.00000001	172	173	1.2	50
439	55.00000001	173	174	0.11	50
400	42.00000001	174	57	0.11	50
357	26.00000001	175	174	0.14	40
340	67.00000001	173	176	0.27	40
372	112	171	177	0.1	40
416	128	170	178	0.55	40
460	101	179	169	0.19	40
508	117	165	180	0.22	40
436	157	66	181	0.85	40
482	174	67	182	0.39	40
514	170	182	183	0.15	40
546	127	183	184	0.19	40
574	164	183	185	0.16	40
544	191	182	72	0.38	40
568	195	71	186	0.2	40
176	100	69	187	0.27	40
200	85.00000001	188	68	0.11	40
227	83.00000001	67	189	0.22	40
-743	69.00000001	65	190	0.12	40
761	36.00000001	190	191	0.23	40
786	-174	190	192	0.07	40
588	-278	90	193	0.33	50
1313	205	193	194	0.14	50
376	-412	194	195	0.15	50
944	-84.99999999	195	196	0.12	50
1121	59.00000001	196	197	0.14	50
1450	393	197	198	0.15	50
1776	481	198	89	0.54	50
268	-500	198	199	0.15	40
30	-769	197	200	0.25	40
-12	-968	200	201	0.16	40
605	-887	201	196	0.25	40
914	-824	195	202	0.13	40
935	-923	202	203	0.17	40
842	-824	203	194	0.14	40
854	-869	202	204	0.2	40
877	-782	202	205	0.25	40
1069	-697	205	206	0.11	40
1071	-566	206	203	0.18	40
1422	-443	193	207	0.11	40
1541	-563	93	208	0.21	40
1419	-669	209	84	0.11	40
1417	-791	209	210	0.08	40
1712	-662	85	211	0.09	40
1292	-927	211	212	0.11	40
1886	-196	212	213	0.14	40
1991	-288	211	88	0.12	40
1823	-156	214	87	2.75	50
1878	-105	215	17	0.21	40
1711	36	64	216	0.31	40
1576	-287	216	63	0.41	40
554	303	64	217	0.46	40
542	334	217	63	0.36	40
523	359	45	218	0.41	40
486	308	218	44	0.35	40
522	279	217	219	0.83	110
623	360	217	216	0.74	110
682	368	216	220	0.6	110
479	210	220	221	0.76	110
472	241	221	218	0.8	110
510	252	218	222	0.77	110
201	134	222	223	1.12	110
210	106	221	44	0.47	40
250	-340	45	221	0.43	40
150	-1040	219	224	0.46	110
1600	-1300	224	225	1.19	110
700	1300	225	226	0.68	110
		172	227	0.35	40
		54	228	0.51	40
		228	229	0.34	40
		230	231	0.15	40
		231	228	0.25	40
		228	232	0.19	40
		232	230	0.18	40
		55	233	0.2	40
		56	234	0.49	30
		234	50	0.3	30
		50	235	0.99	30
		235	236	0.56	30
		236	237	0.54	30
		237	238	0.41	30
		238	239	1.07	30
		238	240	0.61	30
		240	52	0.62	50
		236	241	1.67	30
		241	242	0.46	30
		241	243	0.25	30
		243	244	0.25	30
		244	245	0.73	30
		245	246	1.16	30
		246	235	0.73	30
		73	195	0.37	40
		102	247	0.13	40
		247	248	0.11	40
		248	249	0.1	40
		249	103	0.18	40
		250	248	0.21	40
		251	247	0.13	40
		100	252	0.15	40
		252	4	0.22	40
		8	253	0.17	40
		253	6	0.15	40
		254	255	0.11	20
		255	256	0.13	20
		256	84	0.13	20
		254	84	0.18	50
		257	85	0.12	50
		254	257	0.96	50
		211	258	0.11	40
		258	257	0.1	40
		172	260	0.3	40
		240	261	0.3	50
		107	262	0.5	50
