1	2	6.12323399573677e-17	1
2	3	6.12323399573677e-17	1
3	4	1	-2.44929359829471e-16
4	5	1	-2.44929359829471e-16
5	6	-1.83697019872103e-16	-1
6	7	-1.83697019872103e-16	-1
7	8	-1	1.22464679914735e-16
8	1	-1	1.22464679914735e-16
1	9	0.707106781186548	0.707106781186548
9	8	-1.83697019872103e-16	-1
9	6	1	-2.44929359829471e-16
9	4	6.12323399573677e-17	1
2	9	1	-2.44929359829471e-16
9	3	-0.707106781186548	0.707106781186548
9	10	0.707106781186547	-0.707106781186548
10	8	-0.707106781186548	-0.707106781186548
10	6	0.707106781186548	0.707106781186548
10	7	0.707106781186547	-0.707106781186548
9	5	0.707106781186548	0.707106781186548
