0	1	1	-2.44929359829471e-16
1	2	0.707106781186548	0.707106781186548
2	3	1	-2.44929359829471e-16
3	4	0.707106781186548	0.707106781186548
4	5	6.12323399573677e-17	1
5	6	-1	1.22464679914735e-16
6	7	-1	1.22464679914735e-16
7	8	-1	1.22464679914735e-16
8	9	-1	1.22464679914735e-16
9	10	-1	1.22464679914735e-16
10	11	-0.707106781186548	-0.707106781186548
11	12	1	-2.44929359829471e-16
12	13	-1.83697019872103e-16	-1
13	14	-1	1.22464679914735e-16
14	15	-1.83697019872103e-16	-1
15	16	1	-2.44929359829471e-16
16	17	-0.707106781186548	-0.707106781186548
17	18	0.707106781186547	-0.707106781186548
18	0	0.707106781186548	0.707106781186548
0	19	0.707106781186548	0.707106781186548
19	16	-1	1.22464679914735e-16
16	20	0.707106781186548	0.707106781186548
20	21	1	-2.44929359829471e-16
21	22	-0.707106781186548	0.707106781186548
22	23	-1	1.22464679914735e-16
23	20	0.707106781186547	-0.707106781186548
20	13	-0.707106781186548	0.707106781186548
13	24	0.707106781186548	0.707106781186548
24	25	0.707106781186548	0.707106781186548
25	26	1	-2.44929359829471e-16
26	22	-0.707106781186548	-0.707106781186548
22	25	6.12323399573677e-17	1
25	8	0.707106781186548	0.707106781186548
8	27	0.707106781186548	0.707106781186548
27	28	1	-2.44929359829471e-16
28	7	-1.83697019872103e-16	-1
7	29	0.707106781186547	-0.707106781186548
29	30	-1.83697019872103e-16	-1
30	26	-0.707106781186548	0.707106781186548
26	31	-1.83697019872103e-16	-1
31	32	1	-2.44929359829471e-16
32	33	0.707106781186548	0.707106781186548
33	30	-1	1.22464679914735e-16
30	31	-0.707106781186548	-0.707106781186548
31	34	-1.83697019872103e-16	-1
34	35	-1	1.22464679914735e-16
35	19	-1.83697019872103e-16	-1
19	36	-1.83697019872103e-16	-1
36	1	-1.83697019872103e-16	-1
1	37	1	-2.44929359829471e-16
37	2	6.12323399573677e-17	1
2	38	0.707106781186548	0.707106781186548
38	39	1	-2.44929359829471e-16
39	3	-1.83697019872103e-16	-1
3	40	0.707106781186547	-0.707106781186548
40	41	1	-2.44929359829471e-16
41	4	6.12323399573677e-17	1
4	42	-1	1.22464679914735e-16
42	43	-0.707106781186548	0.707106781186548
43	44	-0.707106781186548	-0.707106781186548
44	6	6.12323399573677e-17	1
6	45	0.707106781186547	-0.707106781186548
45	5	1	-2.44929359829471e-16
34	38	1	-2.44929359829471e-16
38	46	6.12323399573677e-17	1
46	47	-1	1.22464679914735e-16
47	48	6.12323399573677e-17	1
49	48	-0.707106781186548	-0.707106781186548
